1.0141981184574311 -37.62 1 3 2 3 1 0 1 4 3 2 4 5 0 0 1 4 1 3 1 4 3 2 2 6 0 1 0 3 3 8 2 5 4 2 1 3 6 12 15 10 4 3 3 0 1 7 15 25 25 10 4 1 2 3 6 18 22 273 27 10 9 4 0 7 5 12 18 26 14 4 3 1 0 7 0 11 14 11 4 2 2 1 3 4 6 5 5 4 3 2 0 1 3 3 0 3 3 4 1 3 1 4 0 1 2 2 2 1
1.33460748904993 -25.61 2 5 5 8 7 7 5 9 5 11 8 13 4 8 4 6 15 10 12 10 11 9 8 12 5 9 20 22 11 24 17 13 11 7 7 16 18 40 43 33 26 17 7 7 13 27 55 91 103 39 29 16 5 13 14 41 109 969 96 51 11 10 6 12 20 51 100 106 42 12 19 2 5 18 27 28 32 28 25 11 12 3 8 15 21 22 23 23 5 11 6 9 12 9 6 10 8 9 4 20 4 9 9 14 7 5 6 6
2.6568999744383714 -34.64 0 2 2 3 2 1 0 2 0 2 3 2 0 1 1 2 5 2 3 7 5 7 1 1 1 1 3 7 8 6 6 3 4 1 1 0 4 10 19 14 3 5 2 1 6 7 11 21 14 19 4 4 3 3 5 11 21 298 19 5 4 3 3 4 7 8 19 17 10 6 4 1 1 2 5 10 15 8 6 3 2 1 3 5 4 7 6 7 4 2 1 2 0 2 3 4 1 2 5 3 1 2 1 1 2 1 0 2
4.74897950022143 -6.274 3 7 10 5 12 3 2 10 7 10 13 6 6 4 5 8 8 10 18 13 12 9 11 10 7 10 10 11 28 21 22 10 6 9 4 9 24 25 22 26 16 20 11 6 12 16 22 99 196 31 21 11 5 6 17 29 136 707 226 20 16 18 2 16 19 28 138 206 37 18 16 5 8 18 20 23 29 19 21 20 12 10 7 12 25 17 14 23 9 7 2 9 8 17 16 9 10 8 9 16 5 6 6 8 8 5 8 3
5.215657766360997 -13.77 5 5 1 5 3 5 5 3 6 5 10 5 3 5 7 7 5 7 15 11 10 11 11 12 5 9 15 17 18 15 17 5 13 4 9 15 29 22 31 21 21 13 11 6 14 18 26 152 160 27 22 14 3 10 19 26 165 728 148 32 20 8 10 14 15 26 164 137 38 19 16 2 13 12 23 32 27 20 19 16 10 6 16 7 14 21 20 22 9 7 7 8 12 8 11 9 7 10 8 7 10 6 12 5 4 10 10 6
6.899595183380497 -12.51 6 3 7 9 5 11 5 4 8 7 9 12 10 7 7 5 5 7 9 12 15 14 10 11 8 15 16 12 21 24 15 10 5 10 10 16 23 26 27 21 24 6 13 2 9 15 30 101 108 24 27 19 3 7 16 22 125 700 146 25 20 12 3 11 17 25 192 239 40 16 11 8 13 11 27 27 41 39 19 12 11 1 15 9 17 25 17 25 7 10 3 9 7 19 15 14 10 14 11 8 9 8 5 9 9 7 9 4
7.570778379649839 -3.123 4 6 5 7 5 3 2 4 9 11 3 6 10 10 7 11 5 8 12 16 10 6 6 12 6 8 12 10 22 13 14 14 11 3 11 16 28 24 19 19 17 12 12 4 6 11 21 193 231 29 21 10 5 7 16 18 170 774 192 20 14 13 7 6 12 21 156 178 30 22 9 7 8 17 14 11 17 13 19 11 9 3 12 12 17 22 12 16 11 10 6 11 4 11 12 12 12 12 5 10 4 5 4 5 6 6 10 6
8.344858780235796 -23.28 1 4 7 3 6 5 1 7 7 10 6 11 6 10 5 11 10 12 8 20 10 11 11 12 6 9 14 21 25 22 13 19 8 5 7 12 19 47 45 31 25 15 8 11 11 15 57 118 102 42 28 20 4 14 21 41 93 958 115 33 20 18 6 9 18 50 116 115 48 22 21 8 8 18 20 32 55 34 17 18 10 8 9 15 19 15 24 22 11 13 5 12 8 12 12 10 14 13 11 8 3 11 5 9 7 5 7 7
8.77886134309082 -3.789 1 4 2 1 8 3 2 3 3 9 5 4 5 0 4 4 5 6 4 5 8 5 7 4 3 9 5 9 6 19 9 6 4 5 9 8 12 14 14 17 14 10 1 9 10 7 10 112 118 20 13 6 1 6 12 12 111 466 97 8 10 10 3 9 12 15 99 103 15 8 6 1 3 4 8 22 10 13 11 13 3 1 8 1 8 8 9 5 6 7 4 8 5 6 7 9 8 7 1 10 3 2 5 9 12 6 7 9
9.797445191445933 -18.59 2 1 17 3 7 3 4 5 9 10 9 9 14 7 8 12 6 11 15 10 13 8 9 8 9 8 7 13 22 26 13 8 10 5 12 11 13 27 47 27 23 10 13 3 9 17 35 126 135 40 23 10 7 7 12 30 140 838 116 42 17 12 5 8 21 39 128 133 25 28 7 2 16 10 18 32 31 32 12 11 10 6 3 11 15 25 22 12 6 6 5 4 7 5 16 10 16 14 7 10 7 2 8 13 14 13 2 6
